Geneid	GeneSymbol	Chromosome	Start	End	Class	Strand	Length
ENSMUSG00000086954.1	 4930583P06Rik	chr2	124217679	124222331	 lncRNA	-	4652
ENSMUSG00000087450.1	 Gm13994	chr2	124708655	124711083	 lncRNA	+	2428
ENSMUSG00000035183.14	 Slc24a5	chr2	125068124	125088677	 protein_coding	+	20553
ENSMUSG00000027201.16	 Myef2	chr2	125084628	125123661	 protein_coding	-	39033
ENSMUSG00000065851.1	 Gm22352	chr2	125105009	125105115	 snRNA	+	106
ENSMUSG00000087056.1	 Gm14004	chr2	125124356	125134327	 lncRNA	-	9971
ENSMUSG00000074872.3	 Ctxn2	chr2	125136633	125147841	 protein_coding	+	11208
ENSMUSG00000027202.12	 Slc12a1	chr2	125152505	125230002	 protein_coding	+	77497
ENSMUSG00000086416.1	 Gm14002	chr2	125207529	125217512	 lncRNA	-	9983
ENSMUSG00000027203.15	 Dut	chr2	125247190	125258608	 protein_coding	+	11418
ENSMUSG00000085797.1	 A530010F05Rik	chr2	125274564	125277172	 lncRNA	+	2608
ENSMUSG00000087682.1	 Gm14003	chr2	125282688	125283978	 lncRNA	-	1290
ENSMUSG00000027204.13	 Fbn1	chr2	125300594	125507993	 protein_coding	-	207399
ENSMUSG00000053615.1	 Gm9913	chr2	125505089	125507881	 lncRNA	+	2792
ENSMUSG00000068394.4	 Cep152	chr2	125563088	125625113	 protein_coding	-	62025
ENSMUSG00000035109.14	 Shc4	chr2	125627447	125724148	 protein_coding	-	96701
ENSMUSG00000091337.3	 Eid1	chr2	125673095	125674785	 protein_coding	+	1690
ENSMUSG00000035093.16	 Secisbp2l	chr2	125736986	125782870	 protein_coding	-	45884
ENSMUSG00000027206.13	 Cops2	chr2	125830304	125859139	 protein_coding	-	28835
ENSMUSG00000027207.15	 Galk2	chr2	125859109	125984299	 protein_coding	+	125190
ENSMUSG00000027209.17	 Fam227b	chr2	125983483	126152004	 protein_coding	-	168521
ENSMUSG00000027208.14	 Fgf7	chr2	126034658	126091185	 protein_coding	+	56527
ENSMUSG00000065084.1	 Gm26496	chr2	126109908	126110014	 snRNA	-	106
ENSMUSG00000023330.12	 Dtwd1	chr2	126152141	126165279	 protein_coding	+	13138
ENSMUSG00000090353.2	 Gm17555	chr2	126215100	126216212	 protein_coding	+	1112
ENSMUSG00000089480.1	 Gm24739	chr2	126269072	126269363	 misc_RNA	-	291
ENSMUSG00000060131.11	 Atp8b4	chr2	126320973	126500674	 protein_coding	-	179701
ENSMUSG00000097458.1	 Gm26697	chr2	126521202	126553662	 lncRNA	-	32460
ENSMUSG00000027359.16	 Slc27a2	chr2	126552407	126588243	 protein_coding	+	35836
ENSMUSG00000027360.5	 Hdc	chr2	126593667	126619299	 protein_coding	-	25632
ENSMUSG00000027361.15	 Gabpb1	chr2	126627442	126676337	 protein_coding	-	48895
ENSMUSG00000088200.1	 Gm23753	chr2	126634539	126634687	 snRNA	-	148
ENSMUSG00000098024.1	 Gm27003	chr2	126675916	126683805	 lncRNA	+	7889
ENSMUSG00000027363.15	 Usp8	chr2	126707328	126759297	 protein_coding	+	51969
ENSMUSG00000027364.14	 Usp50	chr2	126709096	126783470	 protein_coding	-	74374
ENSMUSG00000074846.3	 Gm10774	chr2	126709354	126709557	 processed_pseudogene	-	203
ENSMUSG00000027365.14	 Trpm7	chr2	126791565	126876230	 protein_coding	-	84665
ENSMUSG00000081894.1	 Gm14212	chr2	126864503	126865328	 processed_pseudogene	+	825
ENSMUSG00000027366.12	 Sppl2a	chr2	126890391	126933235	 protein_coding	-	42844
ENSMUSG00000098896.1	 Mir3473g	chr2	126902250	126902385	 miRNA	-	135
ENSMUSG00000001998.15	 Ap4e1	chr2	127008717	127067909	 protein_coding	+	59192
ENSMUSG00000092918.1	 Gm24081	chr2	127040561	127040685	 miRNA	+	124
ENSMUSG00000001999.15	 Blvra	chr2	127070665	127097084	 protein_coding	+	26419
ENSMUSG00000034906.15	 Ncaph	chr2	127103809	127133954	 protein_coding	-	30145
ENSMUSG00000074825.4	 Itpripl1	chr2	127138772	127143442	 protein_coding	-	4670
ENSMUSG00000044145.2	 1810024B03Rik	chr2	127186355	127208280	 protein_coding	-	21925
ENSMUSG00000003660.10	 Snrnp200	chr2	127208386	127240451	 protein_coding	+	32065
ENSMUSG00000003662.10	 Ciao1	chr2	127240938	127247816	 protein_coding	-	6878
ENSMUSG00000034850.15	 Tmem127	chr2	127247908	127261107	 protein_coding	+	13199
ENSMUSG00000103957.1	 Gm10766	chr2	127269449	127270054	 TEC	-	605
ENSMUSG00000027367.16	 Stard7	chr2	127270218	127298932	 protein_coding	+	28714
ENSMUSG00000027368.6	 Dusp2	chr2	127336159	127338376	 protein_coding	+	2217
ENSMUSG00000050468.12	 Astl	chr2	127338639	127357651	 protein_coding	+	19012
ENSMUSG00000058620.5	 Adra2b	chr2	127363208	127367221	 protein_coding	+	4013
ENSMUSG00000046338.4	 Gpat2	chr2	127425199	127436092	 protein_coding	+	10893
ENSMUSG00000027371.10	 Fahd2a	chr2	127436215	127444565	 protein_coding	-	8350
ENSMUSG00000079056.12	 Kcnip3	chr2	127456498	127522094	 protein_coding	-	65596
ENSMUSG00000084628.1	 Gm22613	chr2	127473017	127473308	 misc_RNA	-	291
ENSMUSG00000027376.15	 Prom2	chr2	127526473	127541467	 protein_coding	-	14994
ENSMUSG00000083648.1	 Gm14229	chr2	127568577	127569426	 processed_pseudogene	-	849
ENSMUSG00000034800.15	 Zfp661	chr2	127574662	127587094	 protein_coding	-	12432
ENSMUSG00000027374.12	 Mrps5	chr2	127587222	127606829	 protein_coding	+	19607
ENSMUSG00000027375.14	 Mal	chr2	127633226	127656695	 protein_coding	-	23469
ENSMUSG00000089264.1	 Gm22889	chr2	127677670	127677727	 snoRNA	+	57
ENSMUSG00000084006.1	 Gm14245	chr2	127688405	127690247	 processed_pseudogene	+	1842
ENSMUSG00000087162.1	 Gm14244	chr2	127691899	127700488	 lncRNA	+	8589
ENSMUSG00000027377.2	 Mall	chr2	127704386	127729932	 protein_coding	-	25546
ENSMUSG00000027378.16	 Nphp1	chr2	127740732	127788897	 protein_coding	-	48165
ENSMUSG00000051319.6	 Mtln	chr2	127791388	127792488	 protein_coding	-	1100
ENSMUSG00000027379.13	 Bub1	chr2	127801122	127831865	 protein_coding	-	30743
ENSMUSG00000027380.10	 Acoxl	chr2	127838876	128123873	 protein_coding	+	284997
ENSMUSG00000093203.1	 Gm22411	chr2	127891988	127892113	 miRNA	+	125
ENSMUSG00000088175.1	 Gm23101	chr2	128089924	128090060	 snRNA	+	136
ENSMUSG00000027381.16	 Bcl2l11	chr2	128126038	128162547	 protein_coding	+	36509
ENSMUSG00000074813.13	 Morrbid	chr2	128178319	128502765	 lncRNA	-	324446
ENSMUSG00000085750.1	 Gm14009	chr2	128189987	128204634	 lncRNA	+	14647
ENSMUSG00000086879.1	 Gm14012	chr2	128237693	128239643	 lncRNA	-	1950
ENSMUSG00000079053.3	 Gm14010	chr2	128423654	128424565	 lncRNA	+	911
ENSMUSG00000114963.1	 Gm29010	chr2	128433723	128460051	 lncRNA	+	26328
ENSMUSG00000082671.2	 Gm14006	chr2	128557254	128558234	 processed_pseudogene	-	980
ENSMUSG00000082350.1	 Gm14008	chr2	128587895	128588168	 processed_pseudogene	-	273
ENSMUSG00000074812.11	 Spdye4c	chr2	128591209	128598464	 protein_coding	+	7255
ENSMUSG00000109931.1	 Gm39929	chr2	128601765	128609630	 lncRNA	-	7865
ENSMUSG00000080789.1	 Gm14007	chr2	128606985	128607194	 processed_pseudogene	+	209
ENSMUSG00000014355.10	 Anapc1	chr2	128610104	128687391	 protein_coding	-	77287
ENSMUSG00000014361.5	 Mertk	chr2	128698956	128802894	 protein_coding	+	103938
ENSMUSG00000085036.1	 Gm14011	chr2	128751271	128753705	 lncRNA	-	2434
ENSMUSG00000087785.1	 Gm23172	chr2	128780376	128780499	 snoRNA	+	123
ENSMUSG00000014353.14	 Tmem87b	chr2	128818118	128854261	 protein_coding	+	36143
ENSMUSG00000027386.9	 Fbln7	chr2	128862981	128897034	 protein_coding	+	34053
ENSMUSG00000092719.1	 Gm22859	chr2	128925571	128925692	 miRNA	-	121
ENSMUSG00000027387.11	 Zc3h8	chr2	128926268	128944077	 protein_coding	-	17809
ENSMUSG00000082339.1	 Gm14028	chr2	128952972	128953450	 processed_pseudogene	-	478
ENSMUSG00000087267.1	 4933427J07Rik	chr2	128955671	128957861	 lncRNA	-	2190
ENSMUSG00000074807.3	 Gm10762	chr2	128965505	128968044	 lncRNA	-	2539
ENSMUSG00000042851.17	 Zc3h6	chr2	128967402	129018563	 protein_coding	+	51161
ENSMUSG00000090248.1	 Gm14027	chr2	129016952	129021756	 lncRNA	+	4804
ENSMUSG00000079051.5	 Vinac1	chr2	129025073	129048172	 protein_coding	-	23099
ENSMUSG00000087151.1	 Gm14022	chr2	129060946	129065686	 lncRNA	-	4740
ENSMUSG00000027394.13	 Ttl	chr2	129065942	129096283	 protein_coding	+	30341
ENSMUSG00000027395.15	 Polr1b	chr2	129100995	129126594	 protein_coding	+	25599
ENSMUSG00000037938.4	 Chchd5	chr2	129129700	129134134	 protein_coding	+	4434
ENSMUSG00000084826.7	 AI847159	chr2	129158666	129180667	 lncRNA	-	22001
ENSMUSG00000082274.1	 Gm14026	chr2	129168700	129170488	 processed_pseudogene	+	1788
ENSMUSG00000086652.1	 Gm14029	chr2	129182482	129183947	 lncRNA	-	1465
ENSMUSG00000103532.1	 Gm4430	chr2	129196086	129197126	 TEC	-	1040
ENSMUSG00000103009.1	 Gm4430	chr2	129197252	129199194	 TEC	-	1942
ENSMUSG00000027397.14	 Slc20a1	chr2	129198764	129211616	 protein_coding	+	12852
ENSMUSG00000087528.1	 9830144P21Rik	chr2	129205958	129230579	 lncRNA	-	24621
ENSMUSG00000056738.11	 A730036I17Rik	chr2	129218969	129235604	 lncRNA	+	16635
ENSMUSG00000085485.1	 Gm14024	chr2	129246376	129268526	 lncRNA	+	22150
ENSMUSG00000048327.6	 Ckap2l	chr2	129268210	129297212	 protein_coding	-	29002
ENSMUSG00000085498.1	 Gm14023	chr2	129297370	129307826	 lncRNA	+	10456
ENSMUSG00000027399.1	 Il1a	chr2	129299610	129309972	 protein_coding	-	10362
ENSMUSG00000065057.1	 Gm25703	chr2	129315329	129315479	 snRNA	-	150
ENSMUSG00000082097.1	 Gm14039	chr2	129362759	129362859	 processed_pseudogene	-	100
ENSMUSG00000027398.13	 Il1b	chr2	129364570	129371139	 protein_coding	-	6569
ENSMUSG00000074805.5	 Il1bos	chr2	129369897	129375748	 lncRNA	+	5851
ENSMUSG00000081888.1	 Spcs2-ps	chr2	129378271	129379396	 unprocessed_pseudogene	-	1125
ENSMUSG00000043727.5	 F830045P16Rik	chr2	129458359	129536602	 protein_coding	-	78243
ENSMUSG00000086637.1	 Gm14040	chr2	129493570	129515807	 lncRNA	-	22237
ENSMUSG00000087015.1	 Gm14041	chr2	129565047	129566068	 lncRNA	-	1021
ENSMUSG00000037902.18	 Sirpa	chr2	129592835	129632228	 protein_coding	+	39393
ENSMUSG00000027400.11	 Pdyn	chr2	129686565	129699844	 protein_coding	-	13279
ENSMUSG00000084328.1	 Gm14046	chr2	129749901	129750409	 processed_pseudogene	+	508
ENSMUSG00000037885.18	 Stk35	chr2	129800517	129832287	 protein_coding	+	31770
ENSMUSG00000100255.1	 Gm28196	chr2	129948568	129949207	 lncRNA	+	639
ENSMUSG00000027401.9	 Tgm3	chr2	130012349	130050399	 protein_coding	+	38050
ENSMUSG00000098347.1	 Mir6339	chr2	130016292	130016408	 miRNA	-	116
ENSMUSG00000089152.1	 Gm22424	chr2	130071724	130071810	 snoRNA	+	86
ENSMUSG00000077348.1	 Gm24665	chr2	130086041	130086169	 snoRNA	+	128
ENSMUSG00000074804.3	 AU015228	chr2	130100524	130101843	 processed_pseudogene	+	1319
ENSMUSG00000027403.12	 Tgm6	chr2	130112416	130154232	 protein_coding	+	41816
ENSMUSG00000027404.15	 Snrpb	chr2	130171414	130179403	 protein_coding	-	7989
ENSMUSG00000060332.9	 Tmc2	chr2	130195194	130264445	 protein_coding	+	69251
ENSMUSG00000027405.16	 Nop56	chr2	130274430	130279313	 protein_coding	+	4883
ENSMUSG00000080610.1	 Snord110	chr2	130275506	130275573	 snoRNA	+	67
ENSMUSG00000065287.1	 Gm24451	chr2	130276237	130276369	 snoRNA	+	132
ENSMUSG00000093645.1	 Gm23187	chr2	130277195	130277280	 snoRNA	+	85
ENSMUSG00000065289.1	 Gm23650	chr2	130277697	130277766	 snoRNA	+	69
ENSMUSG00000065272.1	 Snord57	chr2	130278016	130278087	 snoRNA	+	71
ENSMUSG00000027406.12	 Idh3b	chr2	130279309	130284547	 protein_coding	-	5238
ENSMUSG00000053552.14	 Ebf4	chr2	130295169	130370481	 protein_coding	+	75312
ENSMUSG00000083483.3	 Gm14044	chr2	130384883	130385329	 processed_pseudogene	-	446
ENSMUSG00000027408.7	 Cpxm1	chr2	130390775	130397574	 protein_coding	-	6799
ENSMUSG00000082985.2	 Gm14042	chr2	130400437	130401269	 processed_pseudogene	+	832
ENSMUSG00000100963.1	 Gm28372	chr2	130405239	130408256	 protein_coding	+	3017
ENSMUSG00000027409.5	 1700020A23Rik	chr2	130405259	130406074	 protein_coding	+	815
ENSMUSG00000049692.7	 Tmem239	chr2	130406478	130407902	 protein_coding	+	1424
ENSMUSG00000037773.14	 Pced1a	chr2	130417247	130424701	 protein_coding	-	7454
ENSMUSG00000027411.17	 Vps16	chr2	130424339	130444269	 protein_coding	+	19930
ENSMUSG00000027303.18	 Ptpra	chr2	130450278	130556124	 protein_coding	+	105846
ENSMUSG00000115955.1	 9530056E24Rik	chr2	130523995	130527284	 TEC	+	3289
ENSMUSG00000077004.1	 Gm23876	chr2	130531678	130531744	 miRNA	-	66
ENSMUSG00000060029.13	 4930473A02Rik	chr2	130543791	130563749	 lncRNA	-	19958
ENSMUSG00000037740.8	 Mrps26	chr2	130563742	130568695	 protein_coding	+	4953
ENSMUSG00000027301.7	 Oxt	chr2	130576173	130577054	 protein_coding	+	881
ENSMUSG00000037727.6	 Avp	chr2	130580620	130582554	 protein_coding	-	1934
ENSMUSG00000027300.9	 Ubox5	chr2	130590002	130630038	 protein_coding	-	40036
ENSMUSG00000079043.2	 Fastkd5	chr2	130613840	130630027	 protein_coding	-	16187
ENSMUSG00000037703.14	 Lzts3	chr2	130632839	130642803	 protein_coding	-	9964
ENSMUSG00000068290.11	 Ddrgk1	chr2	130653960	130664659	 protein_coding	-	10699
ENSMUSG00000074797.11	 Itpa	chr2	130667610	130681614	 protein_coding	+	14004
ENSMUSG00000074796.10	 Slc4a11	chr2	130684113	130697519	 protein_coding	-	13406
ENSMUSG00000084694.1	 Gm24893	chr2	130705328	130705696	 misc_RNA	-	368
ENSMUSG00000027309.18	 4930402H24Rik	chr2	130706200	130906406	 protein_coding	-	200206
ENSMUSG00000089662.1	 Gm14057	chr2	130803501	130803982	 transcribed_processed_pseudogene	-	481
ENSMUSG00000085566.1	 A730017L22Rik	chr2	130873059	130906396	 lncRNA	-	33337
ENSMUSG00000080989.1	 Gm14048	chr2	130880866	130882133	 processed_pseudogene	+	1267
ENSMUSG00000027312.14	 Atrn	chr2	130906495	131030333	 protein_coding	+	123838
ENSMUSG00000083953.1	 Gm14049	chr2	130987984	130988619	 processed_pseudogene	+	635
ENSMUSG00000027316.15	 Gfra4	chr2	131039632	131043088	 protein_coding	-	3456
ENSMUSG00000098686.1	 Mir6973b	chr2	131040319	131040398	 miRNA	-	79
ENSMUSG00000027318.17	 Adam33	chr2	131050591	131063814	 protein_coding	-	13223
ENSMUSG00000027322.11	 Siglec1	chr2	131069220	131086765	 protein_coding	-	17545
ENSMUSG00000074793.10	 Hspa12b	chr2	131127280	131146321	 protein_coding	+	19041
ENSMUSG00000079039.1	 Gm11037	chr2	131133497	131134215	 protein_coding	+	718
ENSMUSG00000027327.16	 1700037H04Rik	chr2	131146324	131160081	 protein_coding	-	13757
ENSMUSG00000087405.1	 Gm14232	chr2	131159537	131171342	 lncRNA	+	11805
ENSMUSG00000027329.9	 Spef1	chr2	131170261	131187282	 protein_coding	-	17021
ENSMUSG00000068267.5	 Cenpb	chr2	131175182	131180067	 protein_coding	-	4885
ENSMUSG00000027330.16	 Cdc25b	chr2	131186949	131198497	 protein_coding	+	11548
ENSMUSG00000068264.11	 Ap5s1	chr2	131207078	131213514	 protein_coding	+	6436
ENSMUSG00000037523.13	 Mavs	chr2	131234063	131248025	 protein_coding	+	13962
ENSMUSG00000037514.17	 Pank2	chr2	131262495	131299188	 protein_coding	+	36693
ENSMUSG00000065563.1	 Mir103-2	chr2	131288052	131288137	 miRNA	+	85
ENSMUSG00000048911.15	 Rnf24	chr2	131298064	131352892	 protein_coding	-	54828
ENSMUSG00000086329.1	 Gm14233	chr2	131298545	131299835	 lncRNA	+	1290
ENSMUSG00000082044.1	 Snrpert	chr2	131322088	131322366	 processed_pseudogene	-	278
ENSMUSG00000089113.1	 Gm22902	chr2	131413661	131413962	 ribozyme	-	301
ENSMUSG00000081652.1	 Gm14283	chr2	131414921	131415245	 processed_pseudogene	-	324
ENSMUSG00000083671.1	 Gm14304	chr2	131454128	131454640	 processed_pseudogene	-	512
ENSMUSG00000027333.18	 Smox	chr2	131491496	131525922	 protein_coding	+	34426
ENSMUSG00000027335.9	 Adra1d	chr2	131545850	131562283	 protein_coding	-	16433
ENSMUSG00000087524.1	 Gm14285	chr2	131561614	131563179	 lncRNA	+	1565
ENSMUSG00000086831.1	 Gm14280	chr2	131652897	131721838	 lncRNA	-	68941
ENSMUSG00000086822.2	 5330413P13Rik	chr2	131820006	131847683	 lncRNA	-	27677
ENSMUSG00000081422.1	 Gm14282	chr2	131845356	131845595	 transcribed_processed_pseudogene	-	239
ENSMUSG00000083469.1	 Gm14281	chr2	131846395	131847688	 processed_pseudogene	+	1293
ENSMUSG00000037482.2	 Erv3	chr2	131853678	131859747	 protein_coding	-	6069
ENSMUSG00000081229.1	 Lamr1-ps1	chr2	131904086	131904959	 processed_pseudogene	+	873
ENSMUSG00000079037.9	 Prnp	chr2	131909928	131938429	 protein_coding	+	28501
ENSMUSG00000098754.7	 Prn	chr2	131909957	131956130	 protein_coding	+	46173
ENSMUSG00000027338.16	 Prnd	chr2	131950861	131956130	 protein_coding	+	5269
ENSMUSG00000027339.15	 Rassf2	chr2	131989415	132030258	 protein_coding	-	40843
ENSMUSG00000027340.15	 Slc23a2	chr2	132052496	132145108	 protein_coding	-	92612
ENSMUSG00000082990.1	 Gm14052	chr2	132099869	132100899	 processed_pseudogene	+	1030
ENSMUSG00000086756.1	 Gm14051	chr2	132144533	132220250	 lncRNA	+	75717
ENSMUSG00000027341.10	 Tmem230	chr2	132239492	132247807	 protein_coding	-	8315
ENSMUSG00000027342.14	 Pcna	chr2	132249162	132253314	 protein_coding	-	4152
ENSMUSG00000087377.1	 AV099323	chr2	132253357	132261333	 lncRNA	+	7976
ENSMUSG00000058793.14	 Cds2	chr2	132263148	132312050	 protein_coding	+	48902
ENSMUSG00000050558.13	 Prokr2	chr2	132337733	132385447	 protein_coding	-	47714
ENSMUSG00000027345.6	 4921508D12Rik	chr2	132424741	132452499	 lncRNA	+	27758
ENSMUSG00000086250.1	 Gm14095	chr2	132483212	132501148	 lncRNA	-	17936
ENSMUSG00000086379.7	 1700026D11Rik	chr2	132490634	132524057	 lncRNA	+	33423
ENSMUSG00000027346.15	 Gpcpd1	chr2	132529082	132587729	 protein_coding	-	58647
ENSMUSG00000074783.10	 AU019990	chr2	132598195	132653068	 lncRNA	+	54873
ENSMUSG00000081445.1	 Rpl23a-ps4	chr2	132662242	132662696	 processed_pseudogene	+	454
ENSMUSG00000084089.1	 Gm14099	chr2	132673385	132673989	 processed_pseudogene	-	604
ENSMUSG00000081662.1	 Gm14098	chr2	132678269	132679239	 processed_pseudogene	+	970
ENSMUSG00000044991.10	 Shld1	chr2	132686931	132751055	 protein_coding	+	64124
ENSMUSG00000084839.1	 Gm14097	chr2	132694432	132698523	 lncRNA	-	4091
ENSMUSG00000064413.1	 Gm22245	chr2	132717106	132717208	 snRNA	+	102
ENSMUSG00000027350.8	 Chgb	chr2	132781278	132795079	 protein_coding	+	13801
ENSMUSG00000037376.14	 Trmt6	chr2	132804207	132816055	 protein_coding	-	11848
ENSMUSG00000027353.14	 Mcm8	chr2	132816141	132844197	 protein_coding	+	28056
ENSMUSG00000086575.1	 Gm14104	chr2	132845999	132847256	 lncRNA	-	1257
ENSMUSG00000027357.16	 Crls1	chr2	132846666	132866785	 protein_coding	+	20119
ENSMUSG00000043110.2	 Lrrn4	chr2	132868305	132880891	 protein_coding	-	12586
ENSMUSG00000027356.8	 Fermt1	chr2	132904389	132945906	 protein_coding	-	41517
ENSMUSG00000086478.1	 Gm14102	chr2	132958442	132959805	 lncRNA	+	1363
ENSMUSG00000084393.1	 Gm14101	chr2	132980169	132981168	 processed_pseudogene	-	999
ENSMUSG00000065050.1	 Gm25704	chr2	133008487	133008654	 snRNA	+	167
ENSMUSG00000082940.1	 Gm14103	chr2	133047187	133047552	 processed_pseudogene	-	365
ENSMUSG00000083689.1	 Gm14094	chr2	133199611	133200220	 processed_pseudogene	+	609
ENSMUSG00000098578.1	 Gm27449	chr2	133330924	133330982	 snRNA	+	58
ENSMUSG00000086650.1	 A430048G15Rik	chr2	133432095	133453362	 lncRNA	+	21267
ENSMUSG00000087585.1	 Gm14100	chr2	133463118	133465784	 lncRNA	+	2666
ENSMUSG00000027358.6	 Bmp2	chr2	133552159	133562885	 protein_coding	+	10726
ENSMUSG00000093338.1	 Mir3090	chr2	133564708	133564794	 miRNA	+	86
ENSMUSG00000064983.1	 Gm25258	chr2	133584315	133584421	 snRNA	-	106
ENSMUSG00000027261.2	 Hao1	chr2	134497361	134554368	 protein_coding	-	57007
ENSMUSG00000034723.11	 Tmx4	chr2	134594185	134644145	 protein_coding	-	49960
ENSMUSG00000081243.1	 Gm14037	chr2	134730795	134731107	 processed_pseudogene	-	312
ENSMUSG00000083879.4	 Gm14038	chr2	134762824	134763630	 processed_pseudogene	-	806
ENSMUSG00000051177.16	 Plcb1	chr2	134786067	135475258	 protein_coding	+	689191
ENSMUSG00000082399.1	 Gm14036	chr2	134803949	134804428	 processed_pseudogene	+	479
ENSMUSG00000085247.1	 4930545L23Rik	chr2	135169573	135215616	 lncRNA	-	46043
ENSMUSG00000085631.1	 9630028H03Rik	chr2	135325447	135583584	 lncRNA	-	258137
ENSMUSG00000084762.1	 Platr3	chr2	135648907	135652063	 lncRNA	+	3156
ENSMUSG00000039943.16	 Plcb4	chr2	135659011	136014593	 protein_coding	+	355582
ENSMUSG00000085908.1	 Gm14209	chr2	135669453	135670425	 lncRNA	+	972
ENSMUSG00000085709.1	 Gm14211	chr2	135686174	135693154	 lncRNA	-	6980
ENSMUSG00000086928.1	 Gm14210	chr2	135811945	135812927	 lncRNA	-	982
ENSMUSG00000064444.1	 Gm26227	chr2	136026151	136026251	 snRNA	-	100
ENSMUSG00000027270.14	 Lamp5	chr2	136052239	136069917	 protein_coding	+	17678
ENSMUSG00000039913.12	 Pak7	chr2	136081104	136387967	 protein_coding	-	306863
ENSMUSG00000085383.1	 Gm14218	chr2	136137006	136140161	 lncRNA	+	3155
ENSMUSG00000082647.1	 Gm14056	chr2	136399062	136399703	 processed_pseudogene	+	641
ENSMUSG00000081310.1	 Gm14054	chr2	136402719	136403422	 processed_pseudogene	-	703
ENSMUSG00000074771.10	 Ankef1	chr2	136501910	136562091	 protein_coding	+	60181
ENSMUSG00000103066.1	 Gm36967	chr2	136679961	136680226	 TEC	+	265
ENSMUSG00000027273.13	 Snap25	chr2	136713453	136782428	 protein_coding	+	68975
ENSMUSG00000082849.1	 Gm14053	chr2	136744146	136744615	 processed_pseudogene	-	469
ENSMUSG00000027274.16	 Mkks	chr2	136873780	136891389	 protein_coding	-	17609
ENSMUSG00000115423.2	 AL731706.1	chr2	136881271	136891389	 protein_coding	-	10118
ENSMUSG00000116563.1	 AL731706.2	chr2	136885500	136885679	 protein_coding	-	179
ENSMUSG00000027281.16	 Slx4ip	chr2	136891218	137071950	 protein_coding	+	180732
ENSMUSG00000027276.7	 Jag1	chr2	137081456	137116644	 protein_coding	-	35188
ENSMUSG00000099683.1	 Gm28214	chr2	137198983	137199732	 lncRNA	+	749
ENSMUSG00000085504.1	 Gm14055	chr2	137288503	137329126	 lncRNA	+	40623
ENSMUSG00000085640.1	 Gm14064	chr2	137663435	137829244	 lncRNA	+	165809
ENSMUSG00000086214.1	 Gm14062	chr2	137870046	137876831	 lncRNA	-	6785
ENSMUSG00000062098.11	 Btbd3	chr2	138256565	138589292	 protein_coding	+	332727
ENSMUSG00000085911.1	 Gm14061	chr2	138589392	138649122	 lncRNA	+	59730
ENSMUSG00000088983.1	 Mir1952	chr2	138819929	138820007	 miRNA	+	78
ENSMUSG00000081009.1	 Gm14065	chr2	138872023	138872607	 unprocessed_pseudogene	+	584
ENSMUSG00000082526.1	 Gm14067	chr2	138916619	138916932	 processed_pseudogene	-	313
ENSMUSG00000082285.1	 Gm14069	chr2	139175897	139176125	 unprocessed_pseudogene	-	228
ENSMUSG00000085071.1	 Gm14066	chr2	139256876	139677714	 lncRNA	-	420838
ENSMUSG00000081799.1	 Gm14071	chr2	139383832	139384340	 processed_pseudogene	-	508
